custid,yearmonthid,kwh
778,201006,1125
778,201007,1544
779,200808,261
779,200809,0
779,200810,222
779,200811,0
779,200812,242
779,200901,377
779,200902,347
779,200903,331
779,200904,276
779,200905,333
779,200906,0
779,200907,396
779,200908,316
779,200909,395
779,200910,792
779,200911,389
779,200912,0
779,201001,969
779,201002,0
779,201003,420
779,201004,977
779,201005,0
779,201006,190
779,201007,571
780,200808,794
780,200809,1005
780,200810,720
780,200811,705
780,200812,761
780,200901,995
780,200902,728
780,200903,685
780,200904,583
780,200905,581
780,200906,594
780,200907,722
780,200908,889
780,200909,1238
780,200910,787
780,200911,705
780,200912,801
780,201001,929
780,201002,759
780,201003,740
780,201004,618
780,201005,662
780,201006,720
780,201007,835
781,200808,2099
781,200809,2603
781,200810,2133
781,200811,3385
781,200812,5402
781,200901,6723
781,200902,6560
781,200903,4983
781,200904,3811
781,200905,3033
781,200906,2307
781,200907,2637
781,200908,1712
781,200909,2281
781,200910,2059
781,200911,3562
781,200912,3603
781,201001,6213
781,201002,4466
781,201003,3857
781,201004,2789
781,201005,2674
781,201006,1809
781,201007,1833
782,200808,437
782,200809,498
782,200810,426
782,200811,457
782,200812,924
782,200901,1062
782,200902,680
782,200903,545
782,200904,401
782,200905,383
782,200906,392
782,200907,451
782,200908,483
782,200909,438
782,200910,484
782,200911,525
782,200912,772
782,201001,1019
782,201002,594
782,201003,628
782,201004,397
782,201005,488
782,201006,425
782,201007,593
783,200808,597
783,200809,629
783,200810,346
783,200811,368
783,200812,558
783,200901,1046
783,200902,793
783,200903,548
783,200904,387
783,200905,469
783,200906,326
783,200907,478
783,200908,636
783,200909,620
783,200910,526
783,200911,426
783,200912,481
783,201001,549
783,201002,490
783,201003,451
783,201004,348
783,201005,360
783,201006,321
783,201007,676
784,200808,369
784,200809,549
784,200810,453
784,200811,403
784,200812,585
784,200901,476
784,200902,494
784,200903,450
784,200904,366
784,200905,409
784,200906,731
784,200907,768
784,200908,702
784,200909,696
784,200910,357
784,200911,347
784,200912,431
784,201001,504
784,201002,439
784,201003,402
784,201004,369
784,201005,414
784,201006,331
784,201007,428
785,200808,969
785,200809,1070
785,200810,896
785,200811,1428
785,200812,1909
785,200901,2502
785,200902,2485
785,200903,2743
785,200904,2077
785,200905,1627
785,200906,1251
785,200907,1021
785,200908,903
785,200909,1022
785,200910,888
785,200911,1766
785,200912,1483
785,201001,2641
785,201002,2565
785,201003,2208
785,201004,1444
785,201005,1143
785,201006,1004
785,201007,1126
786,200808,1254
786,200809,1276
786,200810,1286
786,200811,1454
786,200812,1714
786,200901,1875
786,200902,1714
786,200903,1521
786,200904,1380
786,200905,1460
786,200906,1182
786,200907,1174
786,200908,1077
786,200909,1192
786,200910,1108
786,200911,1489
786,200912,2011
786,201001,1575
786,201002,1329
786,201003,1277
786,201004,1198
786,201005,1245
786,201006,1213
786,201007,1393
787,200808,617
787,200809,737
787,200810,619
787,200811,652
787,200812,780
787,200901,842
787,200902,809
787,200903,811
787,200904,640
787,200905,654
787,200906,600
787,200907,539
787,200908,615
787,200909,573
787,200910,637
787,200911,728
787,200912,775
787,201001,868
787,201002,807
787,201003,830
787,201004,719
787,201005,676
787,201006,545
787,201007,770
788,200808,667
788,200809,731
788,200810,616
788,200811,574
788,200812,861
788,200901,871
788,200902,839
788,200903,678
788,200904,560
788,200905,783
788,200906,764
788,200907,557
788,200908,735
788,200909,818
788,200910,689
788,200911,676
788,200912,772
788,201001,888
788,201002,764
788,201003,847
788,201004,624
788,201005,756
788,201006,622
788,201007,891
789,200808,959
789,200809,1180
789,200810,1411
789,200811,1772
789,200812,2763
789,200901,3722
789,200902,3591
789,200903,2669
789,200904,2418
789,200905,1953
789,200906,1689
789,200907,1495
789,200908,1197
789,200909,1499
789,200910,1423
789,200911,2421
789,200912,1845
789,201001,3564
789,201002,2354
789,201003,2839
789,201004,1950
789,201005,1782
789,201006,1445
789,201007,1501
790,200808,1010
790,200809,1268
790,200810,1026
790,200811,1058
790,200812,1091
790,200901,1939
790,200902,1504
790,200903,884
790,200904,902
790,200905,1011
790,200906,933
790,200907,1117
790,200908,1326
790,200909,1386
790,200910,1060
790,200911,1012
790,200912,1010
790,201001,1166
790,201002,1150
790,201003,932
790,201004,751
790,201005,681
790,201006,645
790,201007,919
791,200808,276
791,200809,336
791,200810,290
791,200811,380
791,200812,416
791,200901,463
791,200902,407
791,200903,351
791,200904,354
791,200905,366
791,200906,247
791,200907,454
791,200908,610
791,200909,508
791,200910,560
791,200911,449
791,200912,326
791,201001,128
791,201002,103
791,201003,84
791,201004,62
791,201005,67
791,201006,80
791,201007,73
792,200808,455
792,200809,457
792,200810,0
792,200811,846
792,200812,619
792,200901,475
792,200902,393
792,200903,405
792,200904,297
792,200905,331
792,200906,380
792,200907,496
792,200908,434
792,200909,494
792,200910,455
792,200911,392
792,200912,418
792,201001,533
792,201002,480
792,201003,392
792,201004,304
792,201005,487
792,201006,520
792,201007,578
793,200808,1825
793,200809,1723
793,200810,2250
793,200811,2634
793,200812,2698
793,200901,3601
793,200902,2570
793,200903,5375
793,200904,2242
793,200905,2132
793,200906,2132
793,200907,2050
793,200908,2198
793,200909,1774
793,200910,2011
793,200911,2825
793,200912,2835
793,201001,3459
793,201002,3026
793,201003,2677
793,201004,2572
793,201005,2413
793,201006,2179
793,201007,1732
794,200808,497
794,200809,452
794,200810,516
794,200811,549
794,200812,630
794,200901,733
794,200902,694
794,200903,589
794,200904,589
794,200905,645
794,200906,673
794,200907,679
794,200908,479
794,200909,522
794,200910,495
794,200911,491
794,200912,549
794,201001,800
794,201002,635
794,201003,596
794,201004,533
794,201005,540
794,201006,424
794,201007,446
795,200808,519
795,200809,447
795,200810,329
795,200811,357
795,200812,472
795,200901,626
795,200902,581
795,200903,381
795,200904,336
795,200905,339
795,200906,336
795,200907,534
795,200908,561
795,200909,565
795,200910,490
795,200911,349
795,200912,317
795,201001,618
795,201002,519
795,201003,408
795,201004,335
795,201005,339
795,201006,482
795,201007,650
796,200808,75
796,200809,113
796,200810,144
796,200811,128
796,200812,114
796,200901,168
796,200902,171
796,200903,110
796,200904,123
796,200905,161
796,200906,88
796,200907,122
796,200908,125
796,200909,91
796,200910,127
796,200911,136
796,200912,171
796,201001,178
796,201002,170
796,201003,125
796,201004,101
796,201005,121
796,201006,104
796,201007,189
797,200808,1962
797,200809,2161
797,200810,2456
797,200811,3227
797,200812,4179
797,200901,1996
797,200902,1698
797,200903,3274
797,200904,1439
797,200905,1656
797,200906,1656
797,200907,1418
797,200908,1486
797,200909,1416
797,200910,1216
797,200911,1425
797,200912,1405
797,201001,3851
797,201002,6084
797,201003,5182
797,201004,4123
797,201005,3421
797,201006,2770
797,201007,1216
798,200808,854
798,200809,884
798,200810,813
798,200811,649
798,200812,757
798,200901,821
798,200902,883
798,200903,801
798,200904,691
798,200905,663
798,200906,515
798,200907,858
798,200908,709
798,200909,802
798,200910,610
798,200911,685
798,200912,641
798,201001,865
798,201002,667
798,201003,662
798,201004,533
798,201005,543
798,201006,488
798,201007,810
799,200808,1075
799,200809,905
799,200810,676
799,200811,1737
799,200812,2942
799,200901,5878
799,200902,4965
799,200903,7534
799,200904,1796
799,200905,1333
799,200906,1333
799,200907,957
799,200908,621
799,200909,343
799,200910,592
799,200911,1555
799,200912,1590
799,201001,2481
799,201002,2341
799,201003,2241
799,201004,1852
799,201005,1194
799,201006,1177
799,201007,1089
800,200808,284
800,200809,310
800,200810,294
800,200811,344
800,200812,428
800,200901,776
800,200902,540
800,200903,459
800,200904,391
800,200905,378
800,200906,331
800,200907,311
800,200908,312
800,200909,294
800,200910,370
800,200911,444
800,200912,479
800,201001,627
800,201002,494
800,201003,501
800,201004,393
800,201005,411
800,201006,302
800,201007,308
801,200808,329
801,200809,508
801,200810,394
801,200811,430
801,200812,618
801,200901,765
801,200902,538
801,200903,615
801,200904,426
801,200905,363
801,200906,170
801,200907,349
801,200908,458
801,200909,429
801,200910,409
801,200911,451
801,200912,519
801,201001,740
801,201002,475
801,201003,477
801,201004,408
801,201005,238
801,201006,421
801,201007,377
802,200808,546
802,200809,698
802,200810,406
802,200811,569
802,200812,695
802,200901,840
802,200902,699
802,200903,653
802,200904,729
802,200905,569
802,200906,514
802,200907,530
802,200908,557
802,200909,627
802,200910,594
802,200911,561
802,200912,658
802,201001,804
802,201002,693
802,201003,566
802,201004,593
802,201005,623
802,201006,565
802,201007,492
803,200808,1495
803,200809,1353
803,200810,997
803,200811,1207
803,200812,1202
803,200901,2039
803,200902,1297
803,200903,969
803,200904,859
803,200905,955
803,200906,990
803,200907,1200
803,200908,1146
803,200909,1182
803,200910,978
803,200911,1017
803,200912,1085
803,201001,1666
803,201002,1237
803,201003,933
803,201004,901
803,201005,881
803,201006,854
803,201007,1123
804,200808,342
804,200809,369
804,200810,334
804,200811,350
804,200812,357
804,200901,355
804,200902,603
804,200903,437
804,200904,341
804,200905,557
804,200906,632
804,200907,620
804,200908,401
804,200909,377
804,200910,511
804,200911,207
804,200912,208
804,201001,403
804,201002,332
804,201003,455
804,201004,293
804,201005,293
804,201006,283
804,201007,618
805,200808,594
805,200809,697
805,200810,318
805,200811,605
805,200812,527
805,200901,607
805,200902,110
805,200903,200
805,200904,146
805,200905,464
805,200906,464
805,200907,537
805,200908,600
805,200909,362
805,200910,390
805,200911,423
805,200912,531
805,201001,578
805,201002,211
805,201003,308
805,201004,537
805,201005,570
805,201006,492
805,201007,443
806,200808,692
806,200809,915
806,200810,936
806,200811,1084
806,200812,1146
806,200901,1688
806,200902,1405
806,200903,2552
806,200904,969
806,200905,995
806,200906,995
806,200907,891
806,200908,818
806,200909,808
806,200910,1000
806,200911,1211
806,200912,1165
806,201001,1814
806,201002,1579
806,201003,1410
806,201004,1166
806,201005,1137
806,201006,1030
806,201007,937
807,200808,464
807,200809,705
807,200810,742
807,200811,743
807,200812,975
807,200901,1117
807,200902,1344
807,200903,966
807,200904,894
807,200905,870
807,200906,822
807,200907,756
807,200908,798
807,200909,764
807,200910,769
807,200911,864
807,200912,963
807,201001,1248
807,201002,1035
807,201003,1054
807,201004,821
807,201005,889
807,201006,832
807,201007,1143
808,200808,765
808,200809,1227
808,200810,898
808,200811,978
808,200812,876
808,200901,1458
808,200902,1252
808,200903,1169
808,200904,960
808,200905,1036
808,200906,1073
808,200907,1164
808,200908,1123
808,200909,1196
808,200910,878
808,200911,955
808,200912,1048
808,201001,1218
808,201002,1065
808,201003,1096
808,201004,892
808,201005,995
808,201006,926
808,201007,1329
809,200808,1040
809,200809,1111
809,200810,906
809,200811,895
809,200812,949
809,200901,1501
809,200902,1250
809,200903,2509
809,200904,1289
809,200905,1089
809,200906,1089
809,200907,1120
809,200908,1160
809,200909,977
809,200910,1016
809,200911,1073
809,200912,1028
809,201001,1206
809,201002,1538
809,201003,1140
809,201004,956
809,201005,1351
809,201006,1025
809,201007,1094
810,200808,678
810,200809,584
810,200810,566
810,200811,684
810,200812,1092
810,200901,2010
810,200902,1791
810,200903,1496
810,200904,1118
810,200905,1377
810,200906,1164
810,200907,810
810,200908,900
810,200909,989
810,200910,1030
810,200911,1345
810,200912,1464
810,201001,2131
810,201002,1672
810,201003,1285
810,201004,1155
810,201005,1208
810,201006,948
810,201007,1204
811,200808,649
811,200809,834
811,200810,833
811,200811,995
811,200812,1334
811,200901,1758
811,200902,1520
811,200903,1185
811,200904,890
811,200905,951
811,200906,825
811,200907,638
811,200908,686
811,200909,655
811,200910,781
811,200911,896
811,200912,1077
811,201001,1664
811,201002,1167
811,201003,1256
811,201004,746
811,201005,1016
811,201006,722
811,201007,711
812,200808,0
812,200809,724
812,200810,89
812,200811,0
812,200812,150
812,200901,936
812,200902,538
812,200903,465
812,200904,402
812,200905,469
812,200906,469
812,200907,1220
812,200908,799
812,200909,821
812,200910,542
812,200911,488
812,200912,502
812,201001,632
812,201002,488
812,201003,473
812,201004,386
812,201005,0
812,201006,441
812,201007,466
813,200808,341
813,200809,390
813,200810,510
813,200811,519
813,200812,619
813,200901,636
813,200902,579
813,200903,526
813,200904,479
813,200905,553
813,200906,421
813,200907,419
813,200908,484
813,200909,466
813,200910,494
813,200911,555
813,200912,585
813,201001,632
813,201002,563
813,201003,508
813,201004,439
813,201005,519
813,201006,433
813,201007,472
814,200808,1050
814,200809,1068
814,200810,1501
814,200811,2161
814,200812,3589
814,200901,5924
814,200902,5765
814,200903,4788
814,200904,4170
814,200905,2381
814,200906,1622
814,200907,1611
814,200908,1205
814,200909,1413
814,200910,1206
814,200911,3049
814,200912,3037
814,201001,5801
814,201002,5377
814,201003,4733
814,201004,3395
814,201005,2277
814,201006,1522
814,201007,1131
815,200808,333
815,200809,390
815,200810,385
815,200811,436
815,200812,492
815,200901,433
815,200902,458
815,200903,386
815,200904,328
815,200905,363
815,200906,287
815,200907,368
815,200908,328
815,200909,364
815,200910,293
815,200911,290
815,200912,304
815,201001,313
815,201002,220
815,201003,230
815,201004,204
815,201005,188
815,201006,173
815,201007,276
816,200808,911
816,200809,1055
816,200810,1011
816,200811,1541
816,200812,1626
816,200901,1699
816,200902,1788
816,200903,1654
816,200904,1416
816,200905,1174
816,200906,921
816,200907,975
816,200908,1065
816,200909,1113
816,200910,1011
816,200911,1502
816,200912,1453
816,201001,1896
816,201002,1783
816,201003,1622
816,201004,1240
816,201005,1152
816,201006,908
816,201007,1407
817,200808,974
817,200809,932
817,200810,1039
817,200811,1469
817,200812,1780
817,200901,2131
817,200902,1902
817,200903,1396
817,200904,1037
817,200905,1290
817,200906,1324
817,200907,981
817,200908,1117
817,200909,1033
817,200910,1352
817,200911,1764
817,200912,1932
817,201001,3002
817,201002,2533
817,201003,1347
817,201004,1181
817,201005,1161
817,201006,855
817,201007,984
818,200808,730
818,200809,650
818,200810,532
818,200811,496
818,200812,531
818,200901,713
818,200902,529
818,200903,1021
818,200904,441
818,200905,476
818,200906,476
818,200907,514
818,200908,531
818,200909,605
818,200910,618
818,200911,616
818,200912,577
818,201001,716
818,201002,686
818,201003,566
818,201004,553
818,201005,574
818,201006,540
818,201007,488
819,200808,116
819,200809,129
819,200810,177
819,200811,93
819,200812,101
819,200901,86
819,200902,91
819,200903,89
819,200904,99
819,200905,79
819,200906,95
819,200907,110
819,200908,96
819,200909,117
819,200910,104
819,200911,107
819,200912,120
819,201001,132
819,201002,116
819,201003,87
819,201004,88
819,201005,110
819,201006,82
819,201007,110
820,200808,131
820,200809,151
820,200810,125
820,200811,147
820,200812,282
820,200901,289
820,200902,267
820,200903,238
820,200904,193
820,200905,165
820,200906,145
820,200907,122
820,200908,141
820,200909,108
820,200910,124
820,200911,174
820,200912,244
820,201001,296
820,201002,227
820,201003,201
820,201004,155
820,201005,161
820,201006,107
820,201007,147
821,200808,400
821,200809,436
821,200810,339
821,200811,427
821,200812,575
821,200901,739
821,200902,609
821,200903,468
821,200904,340
821,200905,399
821,200906,425
821,200907,409
821,200908,452
821,200909,316
821,200910,430
821,200911,426
821,200912,488
821,201001,618
821,201002,525
821,201003,494
821,201004,428
821,201005,433
821,201006,368
821,201007,485
822,200808,399
822,200809,386
822,200810,368
822,200811,467
822,200812,708
822,200901,739
822,200902,589
822,200903,537
822,200904,387
822,200905,344
822,200906,251
822,200907,328
822,200908,274
822,200909,270
822,200910,229
822,200911,495
822,200912,313
822,201001,342
822,201002,404
822,201003,382
822,201004,304
822,201005,438
822,201006,360
822,201007,312
823,200808,297
823,200809,641
823,200810,367
823,200811,233
823,200812,389
823,200901,525
823,200902,417
823,200903,355
823,200904,308
823,200905,264
823,200906,225
823,200907,375
823,200908,464
823,200909,438
823,200910,334
823,200911,240
823,200912,361
823,201001,449
823,201002,287
823,201003,287
823,201004,215
823,201005,215
823,201006,183
823,201007,389
824,200808,1184
824,200809,1146
824,200810,841
824,200811,815
824,200812,891
824,200901,996
824,200902,927
824,200903,810
824,200904,749
824,200905,794
824,200906,795
824,200907,1091
824,200908,993
824,200909,1137
824,200910,949
824,200911,889
824,200912,908
824,201001,957
824,201002,870
824,201003,824
824,201004,667
824,201005,688
824,201006,752
824,201007,1184
825,200808,1311
825,200809,1567
825,200810,1259
825,200811,1471
825,200812,1886
825,200901,1883
825,200902,1704
825,200903,1566
825,200904,1279
825,200905,1478
825,200906,1293
825,200907,1620
825,200908,1442
825,200909,1245
825,200910,1258
825,200911,1443
825,200912,1270
825,201001,1712
825,201002,1359
825,201003,1429
825,201004,1194
825,201005,1387
825,201006,995
825,201007,1435
826,200808,1161
826,200809,1031
826,200810,926
826,200811,962
826,200812,1094
826,200901,1752
826,200902,1342
826,200903,2800
826,200904,1009
826,200905,749
826,200906,749
826,200907,1013
826,200908,1174
826,200909,952
826,200910,1140
826,200911,1318
826,200912,1326
826,201001,2060
826,201002,1642
826,201003,1544
826,201004,1145
826,201005,819
826,201006,980
826,201007,1001
827,200808,286
827,200809,277
827,200810,203
827,200811,219
827,200812,238
827,200901,295
827,200902,223
827,200903,190
827,200904,202
827,200905,210
827,200906,194
827,200907,392
827,200908,403
827,200909,484
827,200910,252
827,200911,247
827,200912,253
827,201001,221
827,201002,225
827,201003,218
827,201004,200
827,201005,241
827,201006,210
827,201007,359
828,200808,312
828,200809,510
828,200810,344
828,200811,648
828,200812,613
828,200901,676
828,200902,1003
828,200903,706
828,200904,687
828,200905,587
828,200906,470
828,200907,476
828,200908,493
828,200909,525
828,200910,513
828,200911,687
828,200912,651
828,201001,806
828,201002,813
828,201003,646
828,201004,560
828,201005,560
828,201006,494
828,201007,545
829,200808,302
829,200809,342
829,200810,304
829,200811,479
829,200812,648
829,200901,681
829,200902,708
829,200903,626
829,200904,393
829,200905,321
829,200906,268
829,200907,277
829,200908,344
829,200909,336
829,200910,374
829,200911,420
829,200912,701
829,201001,739
829,201002,609
829,201003,447
829,201004,273
829,201005,310
829,201006,206
829,201007,238
830,200808,921
830,200809,1048
830,200810,921
830,200811,835
830,200812,977
830,200901,944
830,200902,957
830,200903,854
830,200904,821
830,200905,911
830,200906,779
830,200907,775
830,200908,732
830,200909,847
830,200910,694
830,200911,837
830,200912,842
830,201001,1042
830,201002,917
830,201003,911
830,201004,841
830,201005,865
830,201006,832
830,201007,972
831,200808,1006
831,200809,984
831,200810,1301
831,200811,1554
831,200812,2285
831,200901,3917
831,200902,4557
831,200903,3364
831,200904,2927
831,200905,1654
831,200906,1654
831,200907,1230
831,200908,1007
831,200909,1346
831,200910,1404
831,200911,1683
831,200912,2267
831,201001,3203
831,201002,4085
831,201003,3357
831,201004,2312
831,201005,1553
831,201006,1295
831,201007,1230
832,200808,1041
832,200809,1157
832,200810,1342
832,200811,2070
832,200812,4699
832,200901,6775
832,200902,6113
832,200903,5292
832,200904,3451
832,200905,1755
832,200906,1765
832,200907,1202
832,200908,969
832,200909,1277
832,200910,1166
832,200911,3196
832,200912,2810
832,201001,8359
832,201002,6445
832,201003,3801
832,201004,2518
832,201005,1681
832,201006,1524
832,201007,1271
833,200808,859
833,200809,1079
833,200810,1393
833,200811,2221
833,200812,3835
833,200901,4877
833,200902,4655
833,200903,3813
833,200904,2759
833,200905,2713
833,200906,1970
833,200907,1317
833,200908,1177
833,200909,715
833,200910,1613
833,200911,2625
833,200912,3039
833,201001,4329
833,201002,2654
833,201003,798
833,201004,672
833,201005,862
833,201006,935
833,201007,1282
834,200808,628
834,200809,805
834,200810,753
834,200811,802
834,200812,667
834,200901,684
834,200902,892
834,200903,669
834,200904,766
834,200905,926
834,200906,799
834,200907,710
834,200908,758
834,200909,862
834,200910,849
834,200911,853
834,200912,1063
834,201001,882
834,201002,821
834,201003,890
834,201004,719
834,201005,903
834,201006,696
834,201007,819
835,200808,442
835,200809,493
835,200810,1183
835,200811,676
835,200812,1028
835,200901,743
835,200902,644
835,200903,629
835,200904,592
835,200905,528
835,200906,401
835,200907,489
835,200908,465
835,200909,401
835,200910,589
835,200911,598
835,200912,821
835,201001,806
835,201002,635
835,201003,545
835,201004,534
835,201005,566
835,201006,0
835,201007,546
836,200808,149
836,200809,161
836,200810,157
836,200811,142
836,200812,131
836,200901,140
836,200902,130
836,200903,151
836,200904,153
836,200905,187
836,200906,145
836,200907,212
836,200908,200
836,200909,199
836,200910,198
836,200911,194
836,200912,183
836,201001,232
836,201002,229
836,201003,132
836,201004,148
836,201005,162
836,201006,144
836,201007,183
837,200808,964
837,200809,893
837,200810,1147
837,200811,1296
837,200812,1614
837,200901,1673
837,200902,1628
837,200903,1446
837,200904,1278
837,200905,1048
837,200906,1011
837,200907,1200
837,200908,1291
837,200909,1298
837,200910,1152
837,200911,1415
837,200912,1585
837,201001,1938
837,201002,1721
837,201003,1610
837,201004,1351
837,201005,1323
837,201006,1083
837,201007,1431
838,200808,1404
838,200809,1421
838,200810,1219
838,200811,1222
838,200812,1622
838,200901,2037
838,200902,1804
838,200903,2004
838,200904,1606
838,200905,1654
838,200906,1464
838,200907,1460
838,200908,1433
838,200909,1749
838,200910,1437
838,200911,1474
838,200912,2036
838,201001,2304
838,201002,1965
838,201003,1971
838,201004,1601
838,201005,1660
838,201006,1496
838,201007,1777
839,200808,676
839,200809,1154
839,200810,962
839,200811,1183
839,200812,1172
839,200901,1718
839,200902,1413
839,200903,2586
839,200904,980
839,200905,905
839,200906,905
839,200907,948
839,200908,1022
839,200909,709
839,200910,788
839,200911,978
839,200912,1051
839,201001,1554
839,201002,1387
839,201003,1020
839,201004,727
839,201005,728
839,201006,680
839,201007,644
840,200808,403
840,200809,344
840,200810,447
840,200811,422
840,200812,398
840,200901,420
840,200902,344
840,200903,368
840,200904,263
840,200905,250
840,200906,256
840,200907,395
840,200908,351
840,200909,275
840,200910,330
840,200911,312
840,200912,370
840,201001,357
840,201002,331
840,201003,378
840,201004,257
840,201005,250
840,201006,345
840,201007,413
841,200808,391
841,200809,480
841,200810,438
841,200811,601
841,200812,791
841,200901,938
841,200902,766
841,200903,832
841,200904,629
841,200905,651
841,200906,430
841,200907,454
841,200908,393
841,200909,484
841,200910,720
841,200911,655
841,200912,926
841,201001,1134
841,201002,1100
841,201003,1013
841,201004,736
841,201005,598
841,201006,413
841,201007,583
842,200808,320
842,200809,428
842,200810,381
842,200811,420
842,200812,563
842,200901,593
842,200902,457
842,200903,378
842,200904,392
842,200905,481
842,200906,366
842,200907,505
842,200908,473
842,200909,469
842,200910,473
842,200911,508
842,200912,442
842,201001,560
842,201002,411
842,201003,332
842,201004,347
842,201005,340
842,201006,317
842,201007,710
843,200808,380
843,200809,476
843,200810,393
843,200811,433
843,200812,409
843,200901,627
843,200902,496
843,200903,911
843,200904,404
843,200905,402
843,200906,402
843,200907,421
843,200908,349
843,200909,392
843,200910,351
843,200911,399
843,200912,395
843,201001,577
843,201002,492
843,201003,419
843,201004,454
843,201005,444
843,201006,411
843,201007,334
844,200808,0
844,200809,822
844,200810,731
844,200811,0
844,200812,958
844,200901,1334
844,200902,1018
844,200903,958
844,200904,784
844,200905,740
844,200906,740
844,200907,873
844,200908,775
844,200909,902
844,200910,1630
844,200911,0
844,200912,969
844,201001,1256
844,201002,1251
844,201003,1025
844,201004,1744
844,201005,0
844,201006,730
844,201007,798
845,200808,902
845,200809,875
845,200810,861
845,200811,1224
845,200812,1790
845,200901,2292
845,200902,2342
845,200903,1878
845,200904,1572
845,200905,1468
845,200906,1068
845,200907,1120
845,200908,835
845,200909,872
845,200910,890
845,200911,1433
845,200912,1494
845,201001,2246
845,201002,2058
845,201003,1844
845,201004,1475
845,201005,1332
845,201006,1013
845,201007,934
846,200808,412
846,200809,504
846,200810,479
846,200811,491
846,200812,760
846,200901,797
846,200902,810
846,200903,702
846,200904,462
846,200905,469
846,200906,400
846,200907,351
846,200908,431
846,200909,364
846,200910,375
846,200911,477
846,200912,680
846,201001,996
846,201002,816
846,201003,721
846,201004,454
846,201005,681
846,201006,596
846,201007,611
847,200808,609
847,200809,606
847,200810,576
847,200811,684
847,200812,855
847,200901,1039
847,200902,903
847,200903,801
847,200904,679
847,200905,607
847,200906,603
847,200907,580
847,200908,636
847,200909,641
847,200910,531
847,200911,742
847,200912,738
847,201001,910
847,201002,819
847,201003,775
847,201004,682
847,201005,646
847,201006,557
847,201007,685
848,200808,493
848,200809,644
848,200810,577
848,200811,599
848,200812,734
848,200901,920
848,200902,1165
848,200903,1260
848,200904,725
848,200905,934
848,200906,915
848,200907,673
848,200908,604
848,200909,725
848,200910,684
848,200911,694
848,200912,858
848,201001,1153
848,201002,862
848,201003,689
848,201004,666
848,201005,742
848,201006,632
848,201007,523
849,200808,314
849,200809,305
849,200810,293
849,200811,360
849,200812,450
849,200901,411
849,200902,369
849,200903,334
849,200904,274
849,200905,273
849,200906,309
849,200907,301
849,200908,323
849,200909,324
849,200910,316
849,200911,316
849,200912,363
849,201001,387
849,201002,329
849,201003,360
849,201004,277
849,201005,312
849,201006,236
849,201007,356
850,200808,506
850,200809,431
850,200810,195
850,200811,227
850,200812,292
850,200901,302
850,200902,316
850,200903,273
850,200904,255
850,200905,252
850,200906,241
850,200907,331
850,200908,337
850,200909,409
850,200910,307
850,200911,322
850,200912,286
850,201001,324
850,201002,313
850,201003,303
850,201004,264
850,201005,258
850,201006,244
850,201007,409
851,200808,376
851,200809,354
851,200810,374
851,200811,409
851,200812,443
851,200901,573
851,200902,510
851,200903,478
851,200904,447
851,200905,397
851,200906,370
851,200907,379
851,200908,313
851,200909,340
851,200910,333
851,200911,411
851,200912,451
851,201001,1515
851,201002,1182
851,201003,991
851,201004,506
851,201005,302
851,201006,385
851,201007,345
852,200808,1952
852,200809,2028
852,200810,1578
852,200811,1702
852,200812,1543
852,200901,2506
852,200902,2093
852,200903,3437
852,200904,1570
852,200905,1663
852,200906,1663
852,200907,1628
852,200908,1917
852,200909,1904
852,200910,1500
852,200911,1820
852,200912,1602
852,201001,2192
852,201002,1844
852,201003,1632
852,201004,1638
852,201005,1462
852,201006,1593
852,201007,1552
853,200808,276
853,200809,301
853,200810,308
853,200811,385
853,200812,496
853,200901,422
853,200902,366
853,200903,341
853,200904,340
853,200905,330
853,200906,268
853,200907,290
853,200908,229
853,200909,299
853,200910,247
853,200911,302
853,200912,331
853,201001,327
853,201002,305
853,201003,342
853,201004,298
853,201005,303
853,201006,287
853,201007,255
854,200808,494
854,200809,430
854,200810,469
854,200811,1033
854,200812,1370
854,200901,1769
854,200902,1052
854,200903,2030
854,200904,844
854,200905,647
854,200906,647
854,200907,628
854,200908,481
854,200909,438
854,200910,526
854,200911,965
854,200912,845
854,201001,1184
854,201002,1699
854,201003,1760
854,201004,853
854,201005,567
854,201006,598
854,201007,482
855,200808,1317
855,200809,1144
855,200810,814
855,200811,929
855,200812,1088
855,200901,1297
855,200902,1218
855,200903,1048
855,200904,870
855,200905,870
855,200906,729
855,200907,1082
855,200908,964
855,200909,1071
855,200910,1058
855,200911,888
855,200912,932
855,201001,1145
855,201002,996
855,201003,899
855,201004,944
855,201005,844
855,201006,760
855,201007,1161
856,200808,996
856,200809,858
856,200810,715
856,200811,856
856,200812,931
856,200901,1045
856,200902,979
856,200903,955
856,200904,738
856,200905,910
856,200906,770
856,200907,977
856,200908,679
856,200909,848
856,200910,693
856,200911,758
856,200912,737
856,201001,1523
856,201002,1406
856,201003,767
856,201004,690
856,201005,680
856,201006,592
856,201007,824
857,200808,1788
857,200809,2008
857,200810,1996
857,200811,1785
857,200812,1451
857,200901,2455
857,200902,1706
857,200903,2916
857,200904,1207
857,200905,1259
857,200906,1259
857,200907,1459
857,200908,2187
857,200909,1873
857,200910,2063
857,200911,2131
857,200912,1774
857,201001,2153
857,201002,1952
857,201003,1710
857,201004,1729
857,201005,1696
857,201006,1409
857,201007,1540
858,200808,911
858,200809,821
858,200810,573
858,200811,602
858,200812,580
858,200901,938
858,200902,658
858,200903,1219
858,200904,470
858,200905,503
858,200906,503
858,200907,547
